idx	url	title	category	language	images	sentences	identifier
213	https://www.wikihow.com/Tell-if-You-Are-Self-Absorbed	How to Tell if You Are Self Absorbed	religion	English	https://www.wikihow.com/images/thumb/7/7f/Tell-if-You-Are-Self-Absorbed-Step-8-Version-3.jpg/v4-460px-Tell-if-You-Are-Self-Absorbed-Step-8-Version-3.jpg	Consider generational differences.	rE213_2826
213	https://www.wikihow.com/Tell-if-You-Are-Self-Absorbed	How to Tell if You Are Self Absorbed	religion	English	https://www.wikihow.com/images/thumb/8/86/Tell-if-You-Are-Self-Absorbed-Step-9-Version-2.jpg/v4-460px-Tell-if-You-Are-Self-Absorbed-Step-9-Version-2.jpg	Stop wanting or expecting praise.	rE213_2827
213	https://www.wikihow.com/Tell-if-You-Are-Self-Absorbed	How to Tell if You Are Self Absorbed	religion	English	https://www.wikihow.com/images/thumb/c/cf/Tell-if-You-Are-Self-Absorbed-Step-10-Version-2.jpg/v4-460px-Tell-if-You-Are-Self-Absorbed-Step-10-Version-2.jpg	Be flexible about different ways of doing things.	rE213_2828
213	https://www.wikihow.com/Tell-if-You-Are-Self-Absorbed	How to Tell if You Are Self Absorbed	religion	English	https://www.wikihow.com/images/thumb/f/f1/Tell-if-You-Are-Self-Absorbed-Step-11-Version-2.jpg/v4-460px-Tell-if-You-Are-Self-Absorbed-Step-11-Version-2.jpg	Let go of jealousy over others’ accomplishments.	rE213_2829
213	https://www.wikihow.com/Tell-if-You-Are-Self-Absorbed	How to Tell if You Are Self Absorbed	religion	English	https://www.wikihow.com/images/thumb/8/83/Tell-if-You-Are-Self-Absorbed-Step-12-Version-2.jpg/v4-460px-Tell-if-You-Are-Self-Absorbed-Step-12-Version-2.jpg	See if you remember birthdays, milestones, or other important events in other people's lives.	rE213_2830
213	https://www.wikihow.com/Tell-if-You-Are-Self-Absorbed	How to Tell if You Are Self Absorbed	religion	English	https://www.wikihow.com/images/thumb/9/92/Tell-if-You-Are-Self-Absorbed-Step-13-Version-2.jpg/v4-460px-Tell-if-You-Are-Self-Absorbed-Step-13-Version-2.jpg	Develop friendships with a variety of personalities.	rE213_2831
213	https://www.wikihow.com/Tell-if-You-Are-Self-Absorbed	How to Tell if You Are Self Absorbed	religion	English	https://www.wikihow.com/images/thumb/9/95/Tell-if-You-Are-Self-Absorbed-Step-14-Version-2.jpg/v4-460px-Tell-if-You-Are-Self-Absorbed-Step-14-Version-2.jpg	Be kinder to everyone.	rE213_2832
213	https://www.wikihow.com/Tell-if-You-Are-Self-Absorbed	How to Tell if You Are Self Absorbed	religion	English	https://www.wikihow.com/images/thumb/5/5b/Tell-if-You-Are-Self-Absorbed-Step-15-Version-2.jpg/v4-460px-Tell-if-You-Are-Self-Absorbed-Step-15-Version-2.jpg	Develop awareness.	rE213_2833
213	https://www.wikihow.com/Tell-if-You-Are-Self-Absorbed	How to Tell if You Are Self Absorbed	religion	English	https://www.wikihow.com/images/thumb/f/f6/Tell-if-You-Are-Self-Absorbed-Step-16-Version-2.jpg/v4-460px-Tell-if-You-Are-Self-Absorbed-Step-16-Version-2.jpg	Start asking questions when you spend time with others.	rE213_2834
213	https://www.wikihow.com/Tell-if-You-Are-Self-Absorbed	How to Tell if You Are Self Absorbed	religion	English	https://www.wikihow.com/images/thumb/8/83/Tell-if-You-Are-Self-Absorbed-Step-17-Version-2.jpg/v4-460px-Tell-if-You-Are-Self-Absorbed-Step-17-Version-2.jpg	Apologize when you hurt someone.	rE213_2835
213	https://www.wikihow.com/Tell-if-You-Are-Self-Absorbed	How to Tell if You Are Self Absorbed	religion	English	https://www.wikihow.com/images/thumb/2/28/Tell-if-You-Are-Self-Absorbed-Step-18-Version-2.jpg/v4-460px-Tell-if-You-Are-Self-Absorbed-Step-18-Version-2.jpg	Be mindful when having a conversation.	rE213_2836
213	https://www.wikihow.com/Tell-if-You-Are-Self-Absorbed	How to Tell if You Are Self Absorbed	religion	English	https://www.wikihow.com/images/thumb/f/f8/Tell-if-You-Are-Self-Absorbed-Step-19-Version-2.jpg/v4-460px-Tell-if-You-Are-Self-Absorbed-Step-19-Version-2.jpg	Take a genuine interest in others.	rE213_2837
213	https://www.wikihow.com/Tell-if-You-Are-Self-Absorbed	How to Tell if You Are Self Absorbed	religion	English	https://www.wikihow.com/images/thumb/8/89/Tell-if-You-Are-Self-Absorbed-Step-20.jpg/v4-460px-Tell-if-You-Are-Self-Absorbed-Step-20.jpg	Do something for others.	rE213_2838
213	https://www.wikihow.com/Tell-if-You-Are-Self-Absorbed	How to Tell if You Are Self Absorbed	religion	English	https://www.wikihow.com/images/thumb/7/7d/Tell-if-You-Are-Self-Absorbed-Step-21.jpg/v4-460px-Tell-if-You-Are-Self-Absorbed-Step-21.jpg	Support good self-esteem, or self-love.	rE213_2839
214	https://www.wikihow.com/Perform-Ghusl	How to Perform Ghusl	religion	English	https://www.wikihow.com/images/thumb/7/7f/Perform-Ghusl-Step-9-Version-2.jpg/v4-460px-Perform-Ghusl-Step-9-Version-2.jpg	Form the intention to purify yourself in your heart.	rE214_2840
214	https://www.wikihow.com/Perform-Ghusl	How to Perform Ghusl	religion	English	https://www.wikihow.com/images/thumb/9/93/Perform-Ghusl-Step-8-Version-2.jpg/v4-460px-Perform-Ghusl-Step-8-Version-2.jpg	Go to a private area to perform the ritual, if you can.	rE214_2841
214	https://www.wikihow.com/Perform-Ghusl	How to Perform Ghusl	religion	English	https://www.wikihow.com/images/thumb/b/b1/Perform-Ghusl-Step-1-Version-2.jpg/v4-460px-Perform-Ghusl-Step-1-Version-2.jpg	Find a source of clean water you can use.	rE214_2842
214	https://www.wikihow.com/Perform-Ghusl	How to Perform Ghusl	religion	English	https://www.wikihow.com/images/thumb/5/5f/Perform-Ghusl-Step-10-Version-2.jpg/v4-460px-Perform-Ghusl-Step-10-Version-2.jpg	Say “bismillah” out loud to invoke the name of Allah.	rE214_2843
214	https://www.wikihow.com/Perform-Ghusl	How to Perform Ghusl	religion	English	https://www.wikihow.com/images/thumb/7/7a/Perform-Ghusl-Step-11-Version-2.jpg/v4-460px-Perform-Ghusl-Step-11-Version-2.jpg	Wash your hands up to and including your wrists first.	rE214_2844
214	https://www.wikihow.com/Perform-Ghusl	How to Perform Ghusl	religion	English	https://www.wikihow.com/images/thumb/7/79/Perform-Ghusl-Step-13-Version-2.jpg/v4-460px-Perform-Ghusl-Step-13-Version-2.jpg	Move on to washing your private parts and any contaminated areas.	rE214_2845
214	https://www.wikihow.com/Perform-Ghusl	How to Perform Ghusl	religion	English	https://www.wikihow.com/images/thumb/9/9f/Perform-Ghusl-Step-18-Version-2.jpg/v4-460px-Perform-Ghusl-Step-18-Version-2.jpg	Douse your head, face, and neck with water 3 times.	rE214_2846
214	https://www.wikihow.com/Perform-Ghusl	How to Perform Ghusl	religion	English	https://www.wikihow.com/images/thumb/5/5e/Perform-Ghusl-Step-19-Version-2.jpg/v4-460px-Perform-Ghusl-Step-19-Version-2.jpg	Wash the entire right side of your body next, from shoulder to foot.	rE214_2847
214	https://www.wikihow.com/Perform-Ghusl	How to Perform Ghusl	religion	English	https://www.wikihow.com/images/thumb/a/ad/Perform-Ghusl-Step-13-Version-3.jpg/v4-460px-Perform-Ghusl-Step-13-Version-3.jpg	Repeat this process on the left side of your body.	rE214_2848
214	https://www.wikihow.com/Perform-Ghusl	How to Perform Ghusl	religion	English	https://www.wikihow.com/images/thumb/2/29/Perform-Ghusl-Step-22-Version-2.jpg/v4-460px-Perform-Ghusl-Step-22-Version-2.jpg	Dry yourself off with a clean towel, if desired, and get dressed.	rE214_2849
214	https://www.wikihow.com/Perform-Ghusl	How to Perform Ghusl	religion	English	https://www.wikihow.com/images/thumb/0/05/Perform-Ghusl-Step-7-Version-2.jpg/v4-460px-Perform-Ghusl-Step-7-Version-2.jpg	Consider performing ghusl in situations where it’s merely preferred.	rE214_2850
214	https://www.wikihow.com/Perform-Ghusl	How to Perform Ghusl	religion	English	https://www.wikihow.com/images/thumb/5/5b/Perform-Ghusl-Step-5-Version-2.jpg/v4-460px-Perform-Ghusl-Step-5-Version-2.jpg	Remember that ghusl is required after the end of menstrual bleeding.	rE214_2851
214	https://www.wikihow.com/Perform-Ghusl	How to Perform Ghusl	religion	English	https://www.wikihow.com/images/thumb/a/a9/Perform-Ghusl-Step-6-Version-2.jpg/v4-460px-Perform-Ghusl-Step-6-Version-2.jpg	Wash any Muslim who has died by natural causes as soon as possible.	rE214_2852
214	https://www.wikihow.com/Perform-Ghusl	How to Perform Ghusl	religion	English	https://www.wikihow.com/images/thumb/e/e7/Perform-Ghusl-Step-4-Version-2.jpg/v4-460px-Perform-Ghusl-Step-4-Version-2.jpg	Note that ghusl is required after an instance of pleasurable ejaculation.	rE214_2853
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/3/3c/Read-the-Bible-Step-1-Version-5.jpg/v4-460px-Read-the-Bible-Step-1-Version-5.jpg	Start with one of the Gospels to read Jesus’ story and teachings.	rE215_2854
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/9/96/Read-the-Bible-Step-2-Version-5.jpg/v4-460px-Read-the-Bible-Step-2-Version-5.jpg	Read the Pentateuch for the creation story and other ancient texts.	rE215_2855
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/c/ca/Read-the-Bible-Step-3-Version-4.jpg/v4-460px-Read-the-Bible-Step-3-Version-4.jpg	Browse the wisdom books for spiritual guidance.	rE215_2856
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/c/cc/Read-the-Bible-Step-4-Version-5.jpg/v4-460px-Read-the-Bible-Step-4-Version-5.jpg	Study prophetic books to learn about Jesus as the fulfillment of God’s plan.	rE215_2857
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/3/39/Read-the-Bible-Step-5-Version-4.jpg/v4-460px-Read-the-Bible-Step-5-Version-4.jpg	Read the Epistles to learn about the devotion of early Christian leaders.	rE215_2858
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/a/ac/Read-the-Bible-Step-6-Version-5.jpg/v4-460px-Read-the-Bible-Step-6-Version-5.jpg	Turn to the Bible for guidance on specific topics when in need.	rE215_2859
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/0/07/Read-the-Bible-Step-7-Version-4.jpg/v4-460px-Read-the-Bible-Step-7-Version-4.jpg	Read the Bible randomly for quick inspiration.	rE215_2860
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/7/72/Read-the-Bible-Step-8-Version-5.jpg/v4-460px-Read-the-Bible-Step-8-Version-5.jpg	Read the Pentateuch for records of the early Hebrew tribes.	rE215_2861
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/5/58/Read-the-Bible-Step-9-Version-5.jpg/v4-460px-Read-the-Bible-Step-9-Version-5.jpg	Look at the historical books of the Bible for later accounts.	rE215_2862
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/9/9a/Read-the-Bible-Step-10-Version-4.jpg/v4-460px-Read-the-Bible-Step-10-Version-4.jpg	Study the Acts and Epistles for a glimpse into early Christianity.	rE215_2863
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/9/94/Read-the-Bible-Step-11-Version-5.jpg/v4-460px-Read-the-Bible-Step-11-Version-5.jpg	Read the Bible in chronological order to see it as a continuous story.	rE215_2864
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/b/b2/Read-the-Bible-Step-12-Version-5.jpg/v4-460px-Read-the-Bible-Step-12-Version-5.jpg	Read books in the order they were written to see how the Bible was assembled.	rE215_2865
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/5/5e/Read-the-Bible-Step-13-Version-5.jpg/v4-460px-Read-the-Bible-Step-13-Version-5.jpg	Take the Bible on cover to cover if you’re ambitious.	rE215_2866
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/5/5c/Read-the-Bible-Step-14-Version-4.jpg/v4-460px-Read-the-Bible-Step-14-Version-4.jpg	Tackle the entire Bible in a certain time limit to stay motivated.	rE215_2867
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/2/21/Read-the-Bible-Step-15-Version-4.jpg/v4-460px-Read-the-Bible-Step-15-Version-4.jpg	Pair the New Testament with the Old to get the Bible’s whole message.	rE215_2868
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/d/d0/Read-the-Bible-Step-16-Version-5.jpg/v4-460px-Read-the-Bible-Step-16-Version-5.jpg	Select a translation that speaks to you.	rE215_2869
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/f/f9/Read-the-Bible-Step-17-Version-5.jpg/v4-460px-Read-the-Bible-Step-17-Version-5.jpg	Read a print Bible for a classic approach.	rE215_2870
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/5/53/Read-the-Bible-Step-18-Version-4.jpg/v4-460px-Read-the-Bible-Step-18-Version-4.jpg	Use an electronic Bible for convenience.	rE215_2871
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/e/e9/Read-the-Bible-Step-19-Version-3.jpg/v4-460px-Read-the-Bible-Step-19-Version-3.jpg	Set a schedule to find time.	rE215_2872
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/8/82/Read-the-Bible-Step-20-Version-3.jpg/v4-460px-Read-the-Bible-Step-20-Version-3.jpg	Pray for guidance, if you’re religious.	rE215_2873
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/a/a6/Read-the-Bible-Step-21-Version-3.jpg/v4-460px-Read-the-Bible-Step-21-Version-3.jpg	Use study guides to deepen your understanding.	rE215_2874
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/9/92/Read-the-Bible-Step-22-Version-2.jpg/v4-460px-Read-the-Bible-Step-22-Version-2.jpg	Take notes as you read.	rE215_2875
215	https://www.wikihow.com/Read-the-Bible	How to Read the Bible	religion	English	https://www.wikihow.com/images/thumb/6/6d/Read-the-Bible-Step-23-Version-2.jpg/v4-460px-Read-the-Bible-Step-23-Version-2.jpg	Join a Bible class or group.	rE215_2876
216	https://www.wikihow.com/Become-Closer-to-God-as-a-Christian	How to Become Closer to God as a Christian	religion	English	https://www.wikihow.com/images/thumb/3/34/Become-Closer-to-God-as-a-Christian-Step-1-Version-2.jpg/v4-460px-Become-Closer-to-God-as-a-Christian-Step-1-Version-2.jpg	Become comfortable with your faith.	rE216_2877
216	https://www.wikihow.com/Become-Closer-to-God-as-a-Christian	How to Become Closer to God as a Christian	religion	English	https://www.wikihow.com/images/thumb/7/78/Become-Closer-to-God-as-a-Christian-Step-2-Version-2.jpg/v4-460px-Become-Closer-to-God-as-a-Christian-Step-2-Version-2.jpg	Try to clear your mind.	rE216_2878
216	https://www.wikihow.com/Become-Closer-to-God-as-a-Christian	How to Become Closer to God as a Christian	religion	English	https://www.wikihow.com/images/thumb/e/ec/Ask-God-for-Forgiveness-Step-7.jpg/v4-460px-Ask-God-for-Forgiveness-Step-7.jpg	Speak to a friend or someone you really trust.	rE216_2879
216	https://www.wikihow.com/Become-Closer-to-God-as-a-Christian	How to Become Closer to God as a Christian	religion	English	https://www.wikihow.com/images/thumb/e/e8/Become-Closer-to-God-as-a-Christian-Step-4-Version-2.jpg/v4-460px-Become-Closer-to-God-as-a-Christian-Step-4-Version-2.jpg	Do not come off as proud or boastful.	rE216_2880
216	https://www.wikihow.com/Become-Closer-to-God-as-a-Christian	How to Become Closer to God as a Christian	religion	English	https://www.wikihow.com/images/thumb/d/d3/Become-Closer-to-God-as-a-Christian-Step-5-Version-2.jpg/v4-460px-Become-Closer-to-God-as-a-Christian-Step-5-Version-2.jpg	Realize that God has his own reasons, His timeline.	rE216_2881
216	https://www.wikihow.com/Become-Closer-to-God-as-a-Christian	How to Become Closer to God as a Christian	religion	English	https://www.wikihow.com/images/thumb/d/d0/Become-Closer-to-God-as-a-Christian-Step-6-Version-2.jpg/v4-460px-Become-Closer-to-God-as-a-Christian-Step-6-Version-2.jpg	Confess your sins to Him.	rE216_2882
216	https://www.wikihow.com/Become-Closer-to-God-as-a-Christian	How to Become Closer to God as a Christian	religion	English	https://www.wikihow.com/images/thumb/1/1d/Become-Closer-to-God-as-a-Christian-Step-7.jpg/v4-460px-Become-Closer-to-God-as-a-Christian-Step-7.jpg	Pray	rE216_2883
216	https://www.wikihow.com/Become-Closer-to-God-as-a-Christian	How to Become Closer to God as a Christian	religion	English	https://www.wikihow.com/images/thumb/1/1d/Become-Closer-to-God-as-a-Christian-Step-8.jpg/v4-460px-Become-Closer-to-God-as-a-Christian-Step-8.jpg	Ask your Christian friends about prayer.	rE216_2884
216	https://www.wikihow.com/Become-Closer-to-God-as-a-Christian	How to Become Closer to God as a Christian	religion	English	https://www.wikihow.com/images/thumb/e/ec/Ask-God-for-Forgiveness-Step-1.jpg/v4-460px-Ask-God-for-Forgiveness-Step-1.jpg	Remember that God is always right next to you.	rE216_2885
216	https://www.wikihow.com/Become-Closer-to-God-as-a-Christian	How to Become Closer to God as a Christian	religion	English	https://www.wikihow.com/images/thumb/e/e4/Become-Closer-to-God-as-a-Christian-Step-10-Version-2.jpg/v4-460px-Become-Closer-to-God-as-a-Christian-Step-10-Version-2.jpg	Talk to your church's youth minister, priest, pastor or children's teacher.	rE216_2886
216	https://www.wikihow.com/Become-Closer-to-God-as-a-Christian	How to Become Closer to God as a Christian	religion	English	https://www.wikihow.com/images/thumb/3/3b/Become-Closer-to-God-as-a-Christian-Step-11-Version-2.jpg/v4-460px-Become-Closer-to-God-as-a-Christian-Step-11-Version-2.jpg	Read the Bible	rE216_2887
216	https://www.wikihow.com/Become-Closer-to-God-as-a-Christian	How to Become Closer to God as a Christian	religion	English	https://www.wikihow.com/images/thumb/0/0a/Become-Closer-to-God-as-a-Christian-Step-12-Version-2.jpg/v4-460px-Become-Closer-to-God-as-a-Christian-Step-12-Version-2.jpg	Do not make false promises to God.	rE216_2888
216	https://www.wikihow.com/Become-Closer-to-God-as-a-Christian	How to Become Closer to God as a Christian	religion	English	https://www.wikihow.com/images/thumb/b/ba/Become-Closer-to-God-as-a-Christian-Step-13-Version-2.jpg/v4-460px-Become-Closer-to-God-as-a-Christian-Step-13-Version-2.jpg	Pay attention in church.	rE216_2889
216	https://www.wikihow.com/Become-Closer-to-God-as-a-Christian	How to Become Closer to God as a Christian	religion	English	https://www.wikihow.com/images/thumb/8/8f/Become-Closer-to-God-as-a-Christian-Step-14.jpg/v4-460px-Become-Closer-to-God-as-a-Christian-Step-14.jpg	Participate in church.	rE216_2890
216	https://www.wikihow.com/Become-Closer-to-God-as-a-Christian	How to Become Closer to God as a Christian	religion	English	https://www.wikihow.com/images/thumb/d/d2/Become-Closer-to-God-as-a-Christian-Step-15.jpg/v4-460px-Become-Closer-to-God-as-a-Christian-Step-15.jpg	Be honest in your thought, feeling, action.	rE216_2891
216	https://www.wikihow.com/Become-Closer-to-God-as-a-Christian	How to Become Closer to God as a Christian	religion	English	https://www.wikihow.com/images/thumb/2/2c/Become-Closer-to-God-as-a-Christian-Step-16.jpg/v4-460px-Become-Closer-to-God-as-a-Christian-Step-16.jpg	Resist violence and fights.	rE216_2892
216	https://www.wikihow.com/Become-Closer-to-God-as-a-Christian	How to Become Closer to God as a Christian	religion	English	https://www.wikihow.com/images/thumb/8/85/Become-Closer-to-God-as-a-Christian-Step-17.jpg/v4-460px-Become-Closer-to-God-as-a-Christian-Step-17.jpg	Go to Confession.	rE216_2893
216	https://www.wikihow.com/Become-Closer-to-God-as-a-Christian	How to Become Closer to God as a Christian	religion	English	https://www.wikihow.com/images/thumb/8/86/Become-Closer-to-God-as-a-Christian-Step-18.jpg/v4-460px-Become-Closer-to-God-as-a-Christian-Step-18.jpg	Associate with those of the same faith.	rE216_2894
217	https://www.wikihow.com/Analyze-Yourself	How to Analyze Yourself	religion	English	https://www.wikihow.com/images/thumb/7/7e/Analyze-Yourself-Step-1-Version-2.jpg/v4-460px-Analyze-Yourself-Step-1-Version-2.jpg	Notice your thoughts.	rE217_2895
217	https://www.wikihow.com/Analyze-Yourself	How to Analyze Yourself	religion	English	https://www.wikihow.com/images/thumb/8/80/Analyze-Yourself-Step-2-Version-2.jpg/v4-460px-Analyze-Yourself-Step-2-Version-2.jpg	Write a journal.	rE217_2896
217	https://www.wikihow.com/Analyze-Yourself	How to Analyze Yourself	religion	English	https://www.wikihow.com/images/thumb/e/e8/Analyze-Yourself-Step-3-Version-2.jpg/v4-460px-Analyze-Yourself-Step-3-Version-2.jpg	Become aware of your perceptions.	rE217_2897
217	https://www.wikihow.com/Analyze-Yourself	How to Analyze Yourself	religion	English	https://www.wikihow.com/images/thumb/1/10/Analyze-Yourself-Step-4-Version-2.jpg/v4-460px-Analyze-Yourself-Step-4-Version-2.jpg	Recognize your feelings.	rE217_2898
217	https://www.wikihow.com/Analyze-Yourself	How to Analyze Yourself	religion	English	https://www.wikihow.com/images/thumb/9/9c/Analyze-Yourself-Step-5-Version-2.jpg/v4-460px-Analyze-Yourself-Step-5-Version-2.jpg	Understand values.	rE217_2899
217	https://www.wikihow.com/Analyze-Yourself	How to Analyze Yourself	religion	English	https://www.wikihow.com/images/thumb/8/83/Analyze-Yourself-Step-6-Version-2.jpg/v4-460px-Analyze-Yourself-Step-6-Version-2.jpg	Identify your values.	rE217_2900
217	https://www.wikihow.com/Analyze-Yourself	How to Analyze Yourself	religion	English	https://www.wikihow.com/images/thumb/e/e1/Analyze-Yourself-Step-7-Version-2.jpg/v4-460px-Analyze-Yourself-Step-7-Version-2.jpg	Group your core values.	rE217_2901
217	https://www.wikihow.com/Analyze-Yourself	How to Analyze Yourself	religion	English	https://www.wikihow.com/images/thumb/c/cc/Analyze-Yourself-Step-8.jpg/v4-460px-Analyze-Yourself-Step-8.jpg	Write your story.	rE217_2902
217	https://www.wikihow.com/Analyze-Yourself	How to Analyze Yourself	religion	English	https://www.wikihow.com/images/thumb/c/c4/Analyze-Yourself-Step-9.jpg/v4-460px-Analyze-Yourself-Step-9.jpg	Analyze your story.	rE217_2903
217	https://www.wikihow.com/Analyze-Yourself	How to Analyze Yourself	religion	English	https://www.wikihow.com/images/thumb/1/1d/Analyze-Yourself-Step-10.jpg/v4-460px-Analyze-Yourself-Step-10.jpg	Decide what your analysis means.	rE217_2904
217	https://www.wikihow.com/Analyze-Yourself	How to Analyze Yourself	religion	English	https://www.wikihow.com/images/thumb/0/0d/Analyze-Yourself-Step-11.jpg/v4-460px-Analyze-Yourself-Step-11.jpg	Remember that it takes time.	rE217_2905
218	https://www.wikihow.com/Evangelize	How to Evangelize	religion	English	https://www.wikihow.com/images/thumb/2/2a/Evangelize-Step-1-Version-2.jpg/v4-460px-Evangelize-Step-1-Version-2.jpg	Pick an appropriate location and time.	rE218_2906
218	https://www.wikihow.com/Evangelize	How to Evangelize	religion	English	https://www.wikihow.com/images/thumb/d/dd/Evangelize-Step-2-Version-2.jpg/v4-460px-Evangelize-Step-2-Version-2.jpg	Prepare your personal message.	rE218_2907
218	https://www.wikihow.com/Evangelize	How to Evangelize	religion	English	https://www.wikihow.com/images/thumb/3/31/Evangelize-Step-3-Version-2.jpg/v4-460px-Evangelize-Step-3-Version-2.jpg	Prepare a store of probing questions to ask.	rE218_2908
218	https://www.wikihow.com/Evangelize	How to Evangelize	religion	English	https://www.wikihow.com/images/thumb/8/80/Evangelize-Step-4-Version-2.jpg/v4-460px-Evangelize-Step-4-Version-2.jpg	Prepare yourself.	rE218_2909
218	https://www.wikihow.com/Evangelize	How to Evangelize	religion	English	https://www.wikihow.com/images/thumb/0/03/Evangelize-Step-5-Version-2.jpg/v4-460px-Evangelize-Step-5-Version-2.jpg	Don't rush directly into the topic of witnessing.	rE218_2910
218	https://www.wikihow.com/Evangelize	How to Evangelize	religion	English	https://www.wikihow.com/images/thumb/2/28/Evangelize-Step-6-Version-2.jpg/v4-460px-Evangelize-Step-6-Version-2.jpg	Lead with a probing question.	rE218_2911
218	https://www.wikihow.com/Evangelize	How to Evangelize	religion	English	https://www.wikihow.com/images/thumb/b/be/Evangelize-Step-7.jpg/v4-460px-Evangelize-Step-7.jpg	Listen and pay attention.	rE218_2912
218	https://www.wikihow.com/Evangelize	How to Evangelize	religion	English	https://www.wikihow.com/images/thumb/a/ae/Evangelize-Step-8.jpg/v4-460px-Evangelize-Step-8.jpg	Talk about your testimony to encourage the person.	rE218_2913
218	https://www.wikihow.com/Evangelize	How to Evangelize	religion	English	https://www.wikihow.com/images/thumb/8/83/Evangelize-Step-9.jpg/v4-460px-Evangelize-Step-9.jpg	Talk about the Ten Commandments.	rE218_2914
218	https://www.wikihow.com/Evangelize	How to Evangelize	religion	English	https://www.wikihow.com/images/thumb/7/79/Evangelize-Step-10.jpg/v4-460px-Evangelize-Step-10.jpg	Lay out the ABCs.	rE218_2915
218	https://www.wikihow.com/Evangelize	How to Evangelize	religion	English	https://www.wikihow.com/images/thumb/0/0b/Evangelize-Step-11.jpg/v4-460px-Evangelize-Step-11.jpg	Provide receptive people with a Bible and other appropriate literature.	rE218_2916
218	https://www.wikihow.com/Evangelize	How to Evangelize	religion	English	https://www.wikihow.com/images/thumb/d/de/Evangelize-Step-12.jpg/v4-460px-Evangelize-Step-12.jpg	Lay out a plan with them.	rE218_2917
218	https://www.wikihow.com/Evangelize	How to Evangelize	religion	English	https://www.wikihow.com/images/thumb/4/49/Evangelize-Step-13.jpg/v4-460px-Evangelize-Step-13.jpg	Pray with them.	rE218_2918
218	https://www.wikihow.com/Evangelize	How to Evangelize	religion	English	https://www.wikihow.com/images/thumb/f/f2/Evangelize-Step-14.jpg/v4-460px-Evangelize-Step-14.jpg	Recommend a church in the area.	rE218_2919
219	https://www.wikihow.com/Choose-an-Appropriate-Bar-or-Bat-Mitzvah-Gift	How to Choose an Appropriate Bar or Bat Mitzvah Gift	religion	English	https://www.wikihow.com/images/thumb/3/3b/Choose-an-Appropriate-Bar-or-Bat-Mitzvah-Gift-Step-1-Version-3.jpg/v4-460px-Choose-an-Appropriate-Bar-or-Bat-Mitzvah-Gift-Step-1-Version-3.jpg	Consider who was invited to the celebration.	rE219_2920
219	https://www.wikihow.com/Choose-an-Appropriate-Bar-or-Bat-Mitzvah-Gift	How to Choose an Appropriate Bar or Bat Mitzvah Gift	religion	English	https://www.wikihow.com/images/thumb/f/f3/Choose-an-Appropriate-Bar-or-Bat-Mitzvah-Gift-Step-2-Version-3.jpg/v4-460px-Choose-an-Appropriate-Bar-or-Bat-Mitzvah-Gift-Step-2-Version-3.jpg	Reflect on your relationship with the host.	rE219_2921
